"emtak","tegevusala"
492,"Kauba raudteevedu"
4920,"Kauba raudteevedu"
49201,"Kauba raudteevedu"
493,"Sõitjate muu maismaavedu"
4931,"Sõitjate asulasisene ja linnalähitransport"
49311,"Sõitjate regulaarvedu trammi ja trollibussiga"
49319,"Sõitjate muu kohalik liinivedu"
4932,"Taksovedu"
49321,"Taksovedu"
4939,"Sõitjate muu mujal liigitamata maismaavedu"
49391,"Sõitjate maakondadevaheline ja rahvusvaheline liinivedu"
49399,"Sõitjate muu maismaavedu"
494,"Kaubavedu maanteel ja kolimisteenused"
4941,"Kaubavedu maanteel"
49411,"Kaubavedu maanteel"
4942,"Kolimisteenused"
49421,"Kolimisteenused"
495,"Torutransport"
4950,"Torutransport"
49501,"Torutransport"
50,"Veetransport"
501,"Sõitjatevedu merel ja rannavetes"
5010,"Sõitjatevedu merel ja rannavetes"
50101,"Sõitjatevedu merel ja rannavetes"
502,"Kaubavedu merel ja rannavetes"
5020,"Kaubavedu merel ja rannavetes"
50201,"Kaubavedu merel ja rannavetes"
50202,"Laevade pukseerimine jms"
503,"Sõitjatevedu sisevetel"
5030,"Sõitjatevedu sisevetel"
50301,"Sõitjatevedu sisevetel"
504,"Kaubavedu sisevetel"
5040,"Kaubavedu sisevetel"
50401,"Kaubavedu sisevetel"
51,"Õhutransport"
511,"Sõitjate õhutransport"
5110,"Sõitjate õhutransport"
51101,"Sõitjate õhutransport"
512,"Kauba õhutransport ja kosmosetransport"
5121,"Kauba õhutransport"
51211,"Kauba õhutransport"
5122,"Kosmosetransport"
51221,"Kosmosetransport"
52,"Laondus ja veondust abistavad tegevusalad"
521,"Laondus"
5210,"Laondus"
52101,"Kaubaladude töö"
52102,"Vedelike ja gaaside ladustamine"
522,"Veondust abistavad tegevusalad"
5221,"Maismaaveondust teenindavad tegevusalad"
52211,"Parklate tegevus"
52219,"Muud maismaaveondust teenindavad tegevusalad"
5222,"Veetransporti teenindavad tegevusalad"
52221,"Sadamate töö ja veeteede kasutamisega seotud tegevused"
52229,"Muud veetransporti teenindavad tegevusalad"
5223,"Õhutransporti teenindavad tegevusalad"
52231,"Lennuväljade ja lennujaama reisiterminalide töö"
52239,"Muud õhutransporti teenindavad tegevusalad"
5224,"Laadungikäitlus"
52241,"Laadungikäitlus"
5229,"Muud veondust abistavad tegevused"
52291,"Veoste ekspedeerimine"
52292,"Mere-lastiveo organiseerimine, laevade agenteerimine"
52293,"Tolliagentide tegevus"
52299,"Mujal liigitamata veondust abistavad tegevused"
53,"Posti- ja kulleriteenistus"
531,"Üldpostiteenistus"
5310,"Üldpostiteenistus"
53101,"Üldpostiteenus"
532,"Muu posti- ja kulleriteenistus"
5320,"Muu posti- ja kulleriteenistus"
53201,"Muu posti- ja kulleriteenus"
55,"Majutus"
551,"Hotellid ja muu sarnane majutus"
5510,"Hotellid ja muu sarnane majutus"
55101,"Hotellid"
55102,"Motellid jms majutus"
55103,"Külalistemajad"
552,"Puhkuse- ja muu lühiajaline majutus"
5520,"Puhkemajutus ja muu lühiajaline majutus"
55201,"Hostelid"
55202,"Puhkemaja"
55203,"Puhkeküla ja puhkelaager"
55204,"Külaliskorter"
55205,"Kodumajutus"
553,"Laagriplatsid, vagunelamute ja haagissuvilate parkimisplatsid"
5530,"Laagriplatsid, vagunelamute ja haagissuvilate parkimisplatsid"
55301,"Laagriplatsid, vagunelamute ja haagissuvilate parkimisplatsid"
559,"Muu majutus"
5590,"Muu majutus"
55901,"Muu majutus"
56,"Toidu ja joogi serveerimine"
561,"Restoranid ja liikuvad toitlustuskohad"
5610,"Restoranid ja liikuvad toitlustuskohad"
56101,"Restoranid jm toitlustuskohad"
562,"Toitlustamine üritustel jm toitlustamine"
5621,"Toitlustamine üritustel"
56211,"Toitlustamine üritustel"
5629,"Muu toitlustamine"
56291,"Muu toitlustamine"
563,"Jookide serveerimine"
5630,"Jookide serveerimine"
56301,"Jookide serveerimine"
58,"Kirjastamine"
581,"Raamatu-, perioodika- jm kirjastamine"
5811,"Raamatukirjastamine"
58111,"Raamatukirjastamine"
58112,"Õpikute, sõnaraamatute jm teatmeteoste kirjastamine"
5812,"Kataloogide ja aadressiraamatute kirjastamine"
58121,"Kataloogide ja aadressiraamatute kirjastamine"
5813,"Ajalehtede kirjastamine"
58131,"Ajalehtede kirjastamine"
5814,"Ajakirjade jm perioodika kirjastamine"
58141,"Ajakirjade jm perioodika kirjastamine"
5819,"Muu kirjastamine"
58191,"Muu kirjastamine"
582,"Tarkvara kirjastamine"
5821,"Arvutimängude kirjastamine"
58211,"Arvutimängude kirjastamine"
5829,"Muu tarkvara kirjastamine"
58291,"Muu tarkvara kirjastamine"
59,"Kinofilmide, videote ja telesaadete tootmine; helisalvestiste ja"
591,"Kinofilmide, videote ja telesaadetega seotud tegevusalad"
5911,"Kinofilmide, videote ja telesaadete tootmine"
59111,"Kinofilmide ja videote tootmine"
59112,"Telesaadete tootmine"
5912,"Kinofilmide, videote ja telesaadete tootmisjärgsed tegevusalad"
59121,"Kinofilmide, videote ja telesaadete tootmisjärgsed tegevusalad"
5913,"Kinofilmide, videote ja telesaadete levitamine"
59131,"Kinofilmide, videote ja telesaadete levitamine"
5914,"Kinofilmide linastamine"
59141,"Kinofilmide linastamine"
592,"Helisalvestiste ja muusika kirjastamine"
5920,"Helisalvestiste ja muusika kirjastamine"
59201,"Helisalvestiste ja muusika kirjastamine"
60,"Programmid ja ringhääling"
601,"Raadioringhääling"
6010,"Raadioringhääling"
60101,"Raadioringhääling"
602,"Teleprogrammid ja ringhääling"
6020,"Teleprogrammid ja ringhääling"
60201,"Teleringhääling"
60202,"Kaabel-, satelliit- ja muud abonentprogrammid"
61,"Telekommunikatsioon"
611,"Traatsideteenuste osutamine"
6110,"Traatsideteenuste osutamine"
61101,"Telefoniteenus"
61109,"Muu traatsideteenuse osutamine"
612,"Traadita sideteenuste osutamine"
6120,"Traadita sideteenuste osutamine"
61201,"Mobiilsideteenus"
61209,"Muu traadita sideteenuse osutamine (sh traadita internet)"
613,"Satelliitsideteenuste osutamine"
6130,"Satelliitsideteenuste osutamine"
61301,"Satelliitsideteenuste osutamine"
619,"Muu telekommunikatsioon"
6190,"Muu telekommunikatsioon"
61901,"Muu telekommunikatsioon"
62,"Programmeerimine, konsultatsioonid jms tegevused"
620,"Programmeerimine, konsultatsioonid jms tegevused"
6201,"Programmeerimine"
62011,"Programmeerimine"
6202,"Arvutialased konsultatsioonid"
62021,"Arvutialased konsultatsioonid"
6203,"Arvutisüsteemide ja andmebaaside haldus"
62031,"Arvutisüsteemide ja andmebaaside haldus"
6209,"Muud infotehnoloogia- ja arvutialased tegevused"
62091,"Muud infotehnoloogia- ja arvutialased tegevused"
63,"Infoalane tegevus"
631,"Andmetöötlus, veebihosting jms tegevused; veebiportaalide tegevus"
6311,"Andmetöötlus, veebihosting jms tegevused"
63111,"Andmetöötlus, veebihosting jms tegevused"
6312,"Veebiportaalide tegevus"
63121,"Veebiportaalide tegevus"
639,"Muu infoalane tegevus"
6391,"Uudisteagentuuride tegevus"
63911,"Uudisteagentuuride tegevus"
6399,"Mujal liigitamata infoalane tegevus"
63991,"Mujal liigitamata infoalane tegevus"
64,"Finantsteenuste osutamine, v.a kindlustus ja pensionifondid"
641,"Rahaloomega seotud finantsvahendus"
6411,"Keskpanga tegevus"
64111,"Keskpanga tegevus"
6419,"Muu rahaloomega seotud finantsvahendus"
64191,"Krediidiasutused (pangad)"
642,"Valdusfirmade tegevus"
6420,"Valdusfirmade tegevus"
64201,"Valdusfirmade tegevus"
643,"Investeerimine võlakirjadesse, väärtpaberitesse ja sarnastesse finantsvahenditesse"
6430,"Investeerimine võlakirjadesse, väärtpaberitesse ja sarnastesse finantsvahenditesse"
64301,"Investeerimine võlakirjadesse, väärtpaberitesse ja sarnastesse finantsvahenditesse"
649,"Muude finantsteenuste osutamine, v.a kindlustus ja pensionifondid"
6491,"Kapitalirent"
64911,"Kapitalirent"
6492,"Muu laenuandmine"
64921,"Pandimajad"
64929,"Muu laenuandmine, v.a pandimajad"
6499,"Muude mujal liigitamata finantsteenuste osutamine, v.a kindlustus ja pensionifondid"
64991,"Muude mujal liigitamata finantsteenuste osutamine, v.a kindlustus ja pensionifondid"
65,"Kindlustus, edasikindlustus ja pensionifondid, v.a kohustuslik"
651,"Kindlustus"
6511,"Elukindlustus"
65111,"Elukindlustus"
6512,"Kahjukindlustus"
65121,"Kahjukindlustus"
652,"Edasikindlustus"
6520,"Edasikindlustus"
65201,"Edasikindlustus"
653,"Pensionifondid"
6530,"Pensionifondid"
65301,"Pensionifondid"
66,"Finantsteenuste ja kindlustustegevuse abitegevusalad"
661,"Finantsteenuste ja kindlustustegevuse abitegevusalad, v.a kindlustus ja"
6611,"Finantsturgude haldamine"
66111,"Finantsturgude haldamine"
6612,"Väärtpaberi- ja kaubalepingute maaklerlus"
66121,"Väärtpaberite ja kaubalepingute maaklerlus"
66129,"Valuutavahetus"
6619,"Muud finantsteenuste abitegevusalad, v.a kindlustus ja pensionifondid"
66191,"Finantsnõustamine"
66199,"Muud mujal liigitamata finantsteenuste abitegevusalad"
662,"Kindlustuse ja pensionifondide abitegevusalad"
6621,"Riskide ja kahju hindamine"
66211,"Riskide ja kahju hindamine"
6622,"Kindlustusagentide ja -vahendajate tegevus"
66221,"Kindlustusagentide ja -vahendajate tegevus"
6629,"Muud kindlustuse ja pensionifondide abitegevusalad"
66291,"Muud kindlustuse ja pensionifondide abitegevusalad"
663,"Fondide valitsemine"
6630,"Fondide valitsemine"
66301,"Fondide valitsemine"
68,"Kinnisvaraalane tegevus"
681,"Enda kinnisvara ost ja müük"
6810,"Enda kinnisvara ost ja müük"
68101,"Enda kinnisvara ost ja müük"
682,"Enda või renditud kinnisvara üürileandmine ja käitus"
6820,"Enda või renditud kinnisvara üürileandmine ja käitus"
68201,"Enda või renditud kinnisvara üürileandmine ja käitus"
683,"Kinnisvaraalane tegevus tasu eest või lepingu alusel"
6831,"Kinnisvarabüroode tegevus"
68311,"Kinnisvarabüroode tegevus"
6832,"Kinnisvara haldus tasu eest või lepingu alusel"
68321,"Hoonete ja üürimajade haldus (korteriühistud, elamuühistud, hooneühistud jms)"
68322,"Aiandus- ja suvilaühistute jms haldus"
68329,"Muu kinnisvarahaldus või haldusega seotud tegevused"
69,"Juriidilised toimingud ja arvepidamine"
691,"Juriidilised toimingud"
6910,"Juriidilised toimingud"
69101,"Advokaatide ja advokaadibüroode tegevus"
69102,"Õigusnõustajate ja õigusbüroode tegevus"
69103,"Notarite tegevus"
69109,"Muud juriidilised toimingud"
692,"Arvepidamine, raamatupidamine ja auditeerimine; maksualane nõustamine"
6920,"Arvepidamine, raamatupidamine ja auditeerimine; maksualane nõustamine"
69201,"Auditeerimine"
69202,"Raamatupidamine, maksualane nõustamine"
70,"Peakontorite tegevus; juhtimisalane nõustamine"
701,"Peakontorite tegevus"
7010,"Peakontorite tegevus"
70101,"Peakontorite tegevus"
702,"Juhtimisalane nõustamine"
7021,"Suhtekorraldus ja teabevahetus"
70211,"Suhtekorraldus ja teabevahetus"
7022,"Äri- ja muu juhtimisalane nõustamine"
70221,"Äri- ja muu juhtimisalane nõustamine"
71,"Arhitekti- ja inseneritegevused; teimimine ja analüüs"
711,"Arhitekti- ja inseneritegevused ning nendega seotud tehniline nõustamine"
7111,"Arhitektitegevused"
71111,"Arhitektitegevused"
7112,"Inseneritegevused ning nendega seotud tehniline nõustamine"
71121,"Ehituslik insener-tehniline projekteerimine ja nõustamine"
71122,"Ehitusgeoloogilised ja -geodeetilised uurimistööd"
71129,"Muud insener-tehnilised tegevusalad"
712,"Teimimine ja analüüs"
7120,"Teimimine ja analüüs"
71201,"Autode tehniline ülevaatus"
71209,"Muu teimimine ja analüüs"
72,"Teadus- ja arendustegevus"
721,"Teadus- ja arendustegevus loodus- ja tehnikateaduste vallas"
7211,"Teadus- ja arendustegevus biotehnoloogia vallas"
72111,"Teadus- ja arendustegevus biotehnoloogia vallas"
7219,"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste vallas"
72191,"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste vallas"
722,"Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas"
7220,"Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas"
72201,"Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas"
73,"Reklaamindus ja turu-uuringud"
731,"Reklaamindus"
7311,"Reklaamiagentuurid"
73111,"Reklaamiagentuurid"
7312,"Reklaami vahendamine meedias"
73121,"Reklaami vahendamine meedias"
732,"Turu-uuringud ja avaliku arvamuse küsitlused"
7320,"Turu-uuringud ja avaliku arvamuse küsitlused"
73201,"Turu-uuringud ja avaliku arvamuse küsitlused"
74,"Muu kutse-, teadus- ja tehnikaalane tegevus"
741,"Disainerite tegevus"
7410,"Disainerite tegevus"
74101,"Disainerite tegevus"
742,"Fotograafia"
7420,"Fotograafia"
74201,"Fotograafia"
743,"Kirjalik ja suuline tõlge"
7430,"Kirjalik ja suuline tõlge"
74301,"Kirjalik ja suuline tõlge"
749,"Muu mujal liigitamata kutse-, teadus- ja tehnikaalane tegevus"
7490,"Muu mujal liigitamata kutse-, teadus- ja tehnikaalane tegevus"
74901,"Muu mujal liigitamata kutse-, teadus- ja tehnikaalane tegevus"
75,"Veterinaaria"
750,"Veterinaaria"
7500,"Veterinaaria"
75001,"Veterinaaria"
77,"Rentimine ja kasutusrent"
771,"Mootorsõidukite rentimine ja kasutusrent"
7711,"Sõiduautode ja väikebusside (täismassiga alla 3,5 t) rentimine ja kasutusrent"
77111,"Sõiduautode ja väikebusside (täismassiga alla 3,5 t) rentimine ja kasutusrent"
7712,"Veokite rentimine ja kasutusrent"
77121,"Veokite rentimine ja kasutusrent"
772,"Tarbeesemete ja kodumasinate väljaüürimine ja kasutusrent"
7721,"Vabaaja- ja sporditarvete väljaüürimine ja kasutusrent"
77211,"Vabaaja- ja sporditarvete väljaüürimine ja kasutusrent"
7722,"Videokassettide ja dvd-de laenutamine"
77221,"Videokassettide ja dvd-de laenutamine"
7729,"Muude tarbeesemete ja kodumasinate väljaüürimine ja kasutusrent"
77291,"Muude tarbeesemete ja kodumasinate väljaüürimine ja kasutusrent"
773,"Muude masinate, seadmete ja materiaalse vara rentimine ja kasutusrent"
7731,"Põllumajandusmasinate ja -seadmete rentimine ja kasutusrent"
77311,"Põllumajandusmasinate ja -seadmete rentimine ja kasutusrent"
7732,"Ehitusmasinate ja -seadmete rentimine ja kasutusrent"
77321,"Ehitusmasinate ja -seadmete rentimine ja kasutusrent"
7733,"Kontorimasinate ja -seadmete rentimine ja kasutusrent, k.a arvutid"
77331,"Kontorimasinate ja -seadmete rentimine ja kasutusrent, k.a arvutid"
7734,"Veetranspordivahendite rentimine ja kasutusrent"
77341,"Veetranspordivahendite rentimine ja kasutusrent"
7735,"Õhutranspordivahendite rentimine ja kasutusrent"
77351,"Õhutranspordivahendite rentimine ja kasutusrent"
7739,"Mujal liigitamata masinate, seadmete jm materiaalse vara rentimine ja kasutusrent"
77391,"Raudteeveeremi rentimine"
77399,"Muu mujal liigitamata masinate, seadmete jm materiaalse vara rentimine ja kasutusrent"
774,"Intellektuaalomandi ja sarnaste toodete (v.a autoriõigusega tööd) rentimine"
7740,"Intellektuaalomandi ja sarnaste toodete (v.a autoriõigusega tööd) rentimine"
77401,"Intellektuaalomandi ja sarnaste toodete (v.a autoriõigusega tööd) rentimine"
78,"Tööhõive"
781,"Tööhõiveagentuuride tegevus"
7810,"Tööhõiveagentuuride tegevus"
78101,"Tööhõiveagentuuride tegevus"
782,"Ajutise tööjõu rent"
7820,"Ajutise tööjõu rent"
78201,"Ajutise tööjõu rent"
783,"Muu inimressursiga varustamine"
7830,"Muu inimressursiga varustamine"
78301,"Muu inimressursiga varustamine"
79,"Reisibüroode ja reisikorraldajate tegevus, reserveerimine ning"
791,"Reisibüroode ja reisikorraldajate tegevus"
7911,"Reisibüroode tegevus"
79111,"Reisibüroode tegevus"
7912,"Reisikorraldajate tegevus"
79121,"Reisikorraldajate tegevus"
799,"Muu reserveerimine ja sellega seotud tegevused"
7990,"Muu reserveerimine ja sellega seotud tegevused"
79901,"Muu reisimisega seotud reserveerimine, sh giidide, piletiagentuuride ja turismiinfopunktide tegevus"
80,"Turvatöö ja juurdlus"
801,"Turvatöö, v.a avalik korrakaitse"
8010,"Turvatöö, v.a avalik korrakaitse"
80101,"Turvatöö, v.a avalik korrakaitse"
802,"Turvasüsteemide käitus"
8020,"Turvasüsteemide käitus"
80201,"Turvasüsteemide käitus"
803,"Juurdlus"
8030,"Juurdlus"
80301,"Juurdlus"
81,"Hoonete ja maastike hooldus"
811,"Hoonehalduse abitegevused"
8110,"Hoonehalduse abitegevused"
81101,"Hoonehalduse abitegevused"
812,"Puhastustegevus"
8121,"Hoonete üldpuhastus"
81211,"Hoonete üldpuhastus"
8122,"Hoonete muu puhastus ja tööstuslik puhastustegevus"
81221,"Hoonete muu puhastus ja tööstuslik puhastustegevus"
8129,"Muu puhastustegevus"
81291,"Muu puhastustegevus"
813,"Maastiku hooldus ja korrashoid"
8130,"Maastiku hooldus ja korrashoid"
81301,"Maastiku hooldus ja korrashoid"
82,"Büroohaldus, büroode ja muu äritegevuse abitegevused"
821,"Büroohaldus ja selle abitegevused"
8211,"Büroohaldus"
82111,"Büroohaldus, kombineeritud sekretäriteenus"
8219,"Valguskoopiad, dokumentide koostamine ja muud büroo abitegevused"
82191,"Valguskoopiad, dokumentide koostamine ja muud büroo abitegevused"
822,"Kõnekeskuste tegevus"
8220,"Kõnekeskuste tegevus"
82201,"Kõnekeskuste tegevus, telemarketing"
823,"Nõupidamiste ja messide korraldamine"
8230,"Nõupidamiste ja messide korraldamine"
82301,"Nõupidamiste ja messide korraldamine"
829,"Mujal liigitamata äritegevust abistavad tegevused"
8291,"Inkassoteenus ja krediidiinfo"
82911,"Inkassoteenus ja krediidiinfo"
8292,"Pakendamine"
82921,"Pakendamine"
8299,"Muud mujal liigitamata äritegevust abistavad tegevused"
82991,"Muud mujal liigitamata äritegevust abistavad tegevused"
84,"Avalik haldus ja riigikaitse; kohustuslik sotsiaalkindlustus"
841,"Avalik haldus ning majandus- ja sotsiaalpoliitika juhtimine"
8411,"Üldine avalik haldus"
84111,"Täitev- ja seadusandlike organite tegevus"
84112,"Rahandus- ja fiskaalpoliitikaga seotud tegevused"
84113,"Majanduse ja sotsiaalse üldplaneerimisega ning statistikaga seotud tegevused"
84114,"Valla- ja linnavalitsuste tegevused"
84119,"Mujal liigitamata riigi haldustegevus"
8412,"Tervishoiu-, haridus-, kultuuri- ja muude sotsiaalteenuste, v.a sotsiaalkindlustust pakkuvate asutuste"
84121,"Hariduse haldus"
84122,"Tervishoiu ja sotsiaalelu haldus"
84123,"Elamu- ja kommunaalmajanduse haldus"
84124,"Vaba aja tegevuse, kultuuri ja religiooni haldus"
84125,"Keskkonnakaitse haldus"
8413,"Majandustegevuse korraldamine ja tõhustamine"
84131,"Põllumajanduse, metsanduse, maakasutuse, kalanduse ja jahinduse haldus"
84132,"Transpordi ja side haldus"
84139,"Muud majandustegevust toetavad tegevused"
842,"Ühiskonna kui terviku teenindamine"
8421,"Välissuhted"
84211,"Välissuhted"
8422,"Riigikaitse"
84221,"Riigikaitse"
8423,"Õiguskaitse ja kohtud"
84231,"Kohtute tegevus ja haldus"
84232,"Vanglate ja parandusasutuste haldus"
84239,"Muud õiguskaitse ja kohtutega seotud tegevused, prokuratuuri tegevus"
8424,"Avalik korrakaitse ja julgeolekuteenistused"
84241,"Politsei tegevus ja selle juhtimine"
84242,"Piiri- ja rannavalveteenistused"
84249,"Muud avaliku julgeoleku ja korrakaitsega seotud tegevused"
8425,"Tuletõrje- ja päästeteenistus"
84251,"Tuletõrje- ja päästeteenistused, vetelpääste, häirekeskused"
843,"Kohustuslik sotsiaalkindlustus"
8430,"Kohustuslik sotsiaalkindlustus"
84301,"Kohustuslik sotsiaalkindlustus"
85,"Haridus"
851,"Eelharidus"
8510,"Eelharidus"
85101,"Lastesõimede tegevus"
85102,"Lasteaedade tegevus"
852,"Esimese taseme haridus"
8520,"Esimese taseme haridus"
85201,"Lasteaed-algkoolide tegevus"
85202,"Algkoolide tegevus"
853,"Teise taseme haridus"
8531,"Teise taseme üldharidus"
85311,"Lasteaed-põhikoolide tegevus"
85312,"Põhikoolide tegevus"
85313,"Gümnaasiumide tegevus"
8532,"Teise taseme kutse- ja tehnikaharidus"
85321,"Kutseõppeasutuste tegevus"
854,"Kolmanda taseme haridus"
8541,"Rakenduskõrgharidus"
85411,"Rakenduskõrgkoolide tegevus"
8542,"Akadeemiline kõrgharidus"
85421,"Ülikoolide tegevus"
855,"Muu koolitus"
8551,"Spordikoolid"
85511,"Spordikoolid"
85519,"Muu spordi- ja vabaajakoolitus"
8552,"Huvikoolitus"
85521,"Muusika- ja kunstikoolitus"
85522,"Tantsukoolide tegevus"
85529,"Muu huvikoolitus"
8553,"Sõiduõpe"
85531,"Sõiduõpe"
8559,"Mujal liigitamata koolitus"
85591,"Keeleõpe"
85592,"Arvutiõpe"
85599,"Muu mujal liigitamata koolitus"
856,"Haridust abistavad tegevused"
8560,"Haridust abistavad tegevused"
85601,"Haridust abistavad tegevused"
86,"Tervishoid"
861,"Haiglaravi"
8610,"Haiglaravi"
86101,"Haiglaraviteenused"
862,"Arstiabi ja hambaravi"
8621,"Üldarstiabi"
86211,"Üldarstiabi osutamine"
8622,"Eriarstiabi"
86221,"Eriarstiabi osutamine"
8623,"Hambaravi"
86231,"Hambaravi osutamine"
869,"Muud tervishoiualad"
8690,"Muud tervishoiualad"
86901,"Kiirabi ja parameedikute tegevus"
86902,"Meditsiinilaborite, vere-, sperma- jms pankade tegevus"
86903,"Õendusabi osutamine"
86904,"Ämmaemandate tegevus"
86905,"Sanatooriumide tegevus"
86906,"Diagnostikakabinettide ja -keskuste tegevus, nt röntgenlaborid, magnetresonants- jms kabinetid"
86909,"Mujal liigitamata tervishoiualad"
87,"Hoolekandeasutuste tegevus"
871,"Hooldusraviasutuste tegevus"
8710,"Hooldusraviasutuste tegevus"
87101,"Hooldusraviasutuste tegevus"
872,"Vaimupuudega ja psüühiliste erivajadustega isikute ning ainesõltlaste"
8720,"Vaimupuudega ja psüühiliste erivajadustega isikute ning ainesõltlaste hoolekandeasutuste"
87201,"Vaimupuudega ja psüühiliste erivajadustega isikute hoolekandeasutuste tegevus"
87202,"Ainesõltlaste hoolekandeasutuste tegevus"
873,"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus"
8730,"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus"
87301,"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus"
879,"Muu hoolekandeasutuste tegevus"
8790,"Muu hoolekandeasutuste tegevus"
87901,"Asenduskoduteenust osutavate hoolekandeasutuste tegevus"
87909,"Muude mujal liigitamata hoolekandeasutuste tegevus"
88,"Sotsiaalhoolekanne majutuseta"
881,"Vanurite ja puuetega inimeste sotsiaalhoolekanne majutuseta"
8810,"Vanurite ja puuetega inimeste sotsiaalhoolekanne majutuseta"
88101,"Vanurite ja puuetega inimeste sotsiaalhoolekanne majutuseta"
889,"Muu sotsiaalhoolekanne majutuseta"
8891,"Lapsehoiuteenus"
88911,"Lapsehoiuteenus"
8899,"Mujal liigitamata sotsiaalhoolekanne majutuseta"
88991,"Mujal liigitamata sotsiaalhoolekanne majutuseta"
90,"Loome-, kunsti- ja meelelahutustegevus"
900,"Loome-, kunsti- ja meelelahutustegevus"
9001,"Lavakunst"
90011,"Teatri- ja tantsuetenduste lavastamine ja esitamine"
90012,"Kontsertide lavastamine ja esitamine, muusikaline loometegevus"
9002,"Lavakunsti abitegevused"
90021,"Lavakunsti abitegevused"
9003,"Kunstialane loometegevus"
90031,"Kunstialane loometegevus"
9004,"Teatri-, kontserdi- jms hoonete käitus"
90041,"Teatri-, kontserdi- jms hoonete käitus"
91,"Raamatukogude, arhiivide, muuseumide ja muude kultuuriasutuste"
910,"Raamatukogude, arhiivide, muuseumide ja muude kultuuriasutuste tegevus"
9101,"Raamatukogude ja arhiivide tegevus"
91011,"Raamatukogude tegevus"
91012,"Arhiivide tegevus"
9102,"Muuseumide tegevus"
91021,"Muuseumide tegevus"
9103,"Ajalooliste kohtade ja ehitiste jms vaatamisväärsuste käitus"
91031,"Ajalooliste kohtade ja ehitiste jms vaatamisväärsuste käitus"
9104,"Botaanika- ja loomaaedade ning looduskaitsealade tegevus"
91041,"Botaanika- ja loomaaedade ning looduskaitsealade tegevus"
91042,"Kaitsealade tegevus"
92,"Hasartmängude ja kihlvedude korraldamine"
920,"Hasartmängude ja kihlvedude korraldamine"
9200,"Hasartmängude ja kihlvedude korraldamine"
92001,"Hasartmängude ja kihlvedude korraldamine"
93,"Sporditegevus ning lõbustus- ja vaba aja tegevused"
931,"Sporditegevus"
9311,"Spordirajatiste käitus"
93111,"Spordirajatiste käitus"
9312,"Spordiklubide tegevus"
93121,"Spordiklubide tegevus"
93122,"Invaspordiklubide tegevus"
9313,"Aeroobika- ja jõusaalide tegevus"
93131,"Aeroobika- ja jõusaalide tegevus"
9319,"Muu sporditegevus"
93191,"Spordi alaliitude, spordiliitude ja spordiühenduste tegevus"
93192,"Sportlik ja meelelahutuslik jahipidamine ja kalapüük"
93199,"Mujal liigitamata sporditegevus"
932,"Lõbustus- ja vaba aja tegevused"
9321,"Lõbustusparkide ja temaatiliste lõbustusparkide tegevus"
93211,"Lõbustusparkide ja temaatiliste lõbustusparkide tegevus"
9329,"Muud lõbustus- ja vaba aja tegevused"
93291,"Kultuurikeskused ja rahvamajad"
93299,"Muud mujal liigitamata lõbustus- ja vaba aja tegevused"
94,"Organisatsioonide tegevus"
941,"Ettevõtjate, tööandjate ja kutseorganisatsioonide tegevus"
9411,"Ettevõtjate ja tööandjate organisatsioonide tegevus"
94111,"Põllumajandusseltsid ja -liidud, aiandus- ja mesindusseltsid, metsaseltsid ja -liidud"
94119,"Muude ettevõtjate ja tööandjate organisatsioonide tegevus"
9412,"Kutseorganisatsioonide tegevus"
94121,"Loomeliitude tegevus"
94129,"Muude kutseorganisatsioonide tegevus"
942,"Ametiühingute tegevus"
9420,"Ametiühingute tegevus"
94201,"Ametiühingute tegevus"
949,"Muude organisatsioonide tegevus"
9491,"Usuorganisatsioonide tegevus"
94911,"Kirikute, koguduste ja kloostrite tegevus"
94919,"Muude usuorganisatsioonide tegevus"
9492,"Poliitiliste organisatsioonide tegevus"
94921,"Erakondade tegevus"
94929,"Muude poliitiliste organisatsioonide tegevus"
9499,"Mujal liigitamata organisatsioonide tegevus"
94991,"Kodanikuõiguste kaitse ja eestkoste; teatud elanikegrupi huvide kaitse"
94992,"Piirkondlikku/kohalikku elu edendavad ja toetavad ühendused ja fondid"
94993,"Noorte- ja lasteühendused ning noorte ja laste heaolu edendavad ühendused"
94994,"Rahvusvähemuste ühendused ja kultuuriseltsid, rahvusvahelist austust ja sõprust edendavad"
94995,"Vaba aja veetmise, meelelahutuse ja kultuurilise tegevusega seotud ühendused ning huviala-"
94996,"Keskkonna- ja looduskaitseühendused"
94997,"Tervisehäiretega isikute ühendused ja nende liidud; puuetega inimeste ühendused ja nende liidud,"
94999,"Muude mujal liigitamata organisatsioonide tegevus"
95,"Arvutite ning tarbeesemete ja kodutarvete parandus"
951,"Arvutite ja sideseadmete parandus"
9511,"Arvutite ja arvuti välisseadmete parandus"
95111,"Arvutite ja arvuti välisseadmete parandus"
9512,"Sideseadmete parandus"
95121,"Sideseadmete parandus"
9521,"Tarbeelektroonika parandus"
95211,"Tarbeelektroonika parandus"
9522,"Kodumasinate ning majapidamis- ja aiatööriistade parandus"
